condition_id,seed,pct_predictive,mean_population_reward,mean_prop_zone_a,mean_prop_zone_b,mean_prop_stay_out,synchronization,gini_wealth,wealth_std,total_wealth_random,mean_reward_random,total_wealth_memory,mean_reward_memory,mean_reward_predictive,total_wealth_predictive
5,19,0.6,0.5489091870767928,0.48633999999999994,0.42254666666666674,0.09111333333333334,0.4939466666666667,0.052600409956640615,29.410908077632676,5962.354528387041,0.39749030189246937,27417.738706732176,0.6092830823718262,0.5439587202933301,48956.284826399715
6,0,0.85,0.5489745276170397,0.4421066666666667,0.44032,0.11757333333333334,0.4636666666666666,0.040378797434324376,26.07792702787006,6205.542567875607,0.4137028378583738,5026.262816595683,0.6701683755460911,0.5577597941810559,71114.37375808464
6,1,0.85,0.5483488026292181,0.44316666666666665,0.4401333333333333,0.1167,0.46668,0.0400568774457537,25.80692452212538,6213.121065579924,0.4142080710386616,4999.170230525208,0.6665560307366944,0.5571766988100204,71040.0290982776
6,2,0.85,0.5502244793160095,0.4408666666666667,0.44158000000000003,0.11755333333333334,0.46614666666666665,0.04099804541814556,26.867448916176038,6124.455017049099,0.4082970011366066,5023.092388833272,0.6697456518444362,0.5598911724825024,71386.12449151906
6,3,0.85,0.5498816488327555,0.4436066666666667,0.44100666666666666,0.11538666666666667,0.46730666666666665,0.0400073857008163,25.79966142438376,6217.717405613618,0.41451449370757454,4988.1106525302675,0.6650814203373691,0.5590307393472113,71276.41926676943
6,4,0.85,0.5495230079055605,0.44255333333333335,0.4411333333333333,0.11631333333333334,0.46688666666666667,0.03991902257340896,25.827809582569863,6220.514522032086,0.41470096813547236,5005.463746665199,0.6673951662220265,0.5584507679775437,71202.47291713682
6,5,0.85,0.5510013839261397,0.4411066666666667,0.4419666666666667,0.11692666666666666,0.4672266666666666,0.0401805826754138,25.550156041505293,6288.611203391387,0.41924074689275914,5026.444212426691,0.6701925616568921,0.5594913895929639,71335.15217310289
6,6,0.85,0.550645228050541,0.4425866666666667,0.44106,0.11635333333333335,0.4659866666666666,0.040038167236001954,26.02531229748737,6200.774125220713,0.4133849416813809,4994.208091514209,0.6658944122018945,0.5600141332615391,71401.80199084624
6,7,0.85,0.5511563494580619,0.4418666666666667,0.44145333333333336,0.11668,0.46364,0.03969168722749483,25.64580229215036,6259.875373924928,0.4173250249283285,4997.914298311086,0.6663885731081448,0.5601228450703785,71415.66274647326
6,8,0.85,0.5499020582146026,0.4433,0.44022,0.11648,0.4640466666666666,0.03965315064742492,25.519743267149764,6257.143682502457,0.4171429121668304,5000.941073428881,0.6667921431238508,0.5586448939314437,71227.22397625906
6,9,0.85,0.5495947390935544,0.4412733333333333,0.4414733333333334,0.11725333333333333,0.46570000000000006,0.040721757961549754,26.306002276151276,6182.186151761059,0.41214574345073723,5018.182632300616,0.6690910176400822,0.558736016313502,71238.84207997151
6,10,0.85,0.5491003299096451,0.44146,0.4408533333333333,0.11768666666666666,0.46316666666666667,0.04152117086592311,26.734268640130146,6145.255371475876,0.40968369143172506,5030.3529122544005,0.6707137216339201,0.5583485584526783,71189.44120271648
6,11,0.85,0.550101490801257,0.4427133333333333,0.44137333333333334,0.11591333333333333,0.4652466666666667,0.040065734372372264,25.561208291482558,6266.462517647126,0.41776416784314174,5011.229931365311,0.6681639908487081,0.5587257346758914,71237.53117117615
6,12,0.85,0.5503568264558547,0.44255333333333335,0.44100666666666666,0.11644,0.4658066666666666,0.040326635329548166,25.846616036572005,6228.8897424892275,0.4152593161659485,4997.758927537985,0.6663678570050646,0.5594264729282427,71326.87529835093
6,13,0.85,0.5498400362597412,0.44110000000000005,0.44128,0.11762,0.4668466666666667,0.04066267424668468,26.737189364502633,6145.056413729076,0.4096704275819384,5030.197713272685,0.670693028436358,0.5592215789173287,71300.75131195941
6,14,0.85,0.5517522404906813,0.44209333333333334,0.44193999999999994,0.11596666666666666,0.46584,0.03845834715911711,24.920438760089066,6332.74116491116,0.42218274432741065,4998.95480049338,0.6665273067324508,0.5602442361427264,71431.14010819762
